Geolocation,Industry Description,Metric,2013,2015,2017,ADM1_CODE
Region XI (Davao Region),Other publishing activities,Establishments which used the internet for downloading or requesting government forms,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments which used the internet for finance accounting and auditing,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments which used the internet for internal or external recruitment,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments which used the internet for obtaining information from government organizations,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments which used the internet for obtaining information from other organizations,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments which used the internet for sending or receiving e-mails,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments which used the internet for staff training,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments with Social Media Account,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments with computers and communication equipment,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments with e-commerce via network channels other than the internet,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments with e-commerce via the internet,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments with extranet,,,,PH110000000
Region XI (Davao Region),Other publishing activities,Establishments with internet access,,,,PH110000000
